"seint3559";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:60:EE";"17";"138.103.89.34";"255.255.255.0";"138.103.89.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3559";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:0F:A0";"15";"10.183.17.59";"255.255.255.0";"10.183.17.1";"";"False";;;
"seint3560";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:BC:61";"17";"138.103.89.43";"255.255.255.0";"138.103.89.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3560";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:5A:1D";"15";"10.183.17.69";"255.255.255.0";"";"";"False";;;
"seint3561";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:2C:0A";"17";"164.4.184.195";"255.255.254.0";"164.4.184.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3561";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:17:76";"15";"10.183.20.201";"255.255.255.0";"10.183.20.1";"";"False";;;
"seint3562";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:CD:21";"17";"164.4.185.198";"255.255.254.0";"164.4.184.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3562";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:75:D3";"15";"10.183.20.202";"255.255.255.0";"10.183.20.1";"";"False";;;
"seint3576";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:1B:35";"15";"10.183.17.109";"255.255.255.0";"10.183.17.1";"";"False";;;
"seint3576";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:5A:F5";"5";"138.103.90.166";"255.255.255.0";"138.103.90.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3577";"Backup";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:EB:6B";"6";"10.183.17.115";"255.255.255.0";"";"";"False";;;
"seint3577";"Production";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:3B:92";"7";"138.103.86.88";"255.255.255.0,255.255.255.0,255.255.255.0,255.255.255.0,255.255.255.0";"138.103.86.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3577";"Heartbeat";"vmxnet3 Ethernet Adapter #3";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:50:73";"5";"10.12.2.146";"255.255.255.0";"";"";"False";;;
"seint3577";;"Microsoft Failover Cluster Virtual Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"02:C7:B2:70:E1:96";"18";"169.254.1.161";"255.255.0.0";"";"";"False";;;
"seint3578";"Backup";"vmxnet3 Ethernet Adapter #3";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:FC:9A";"5";"10.183.17.117";"255.255.255.0";"10.183.17.1";"";"False";;;
"seint3578";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:D7:33";"6";"138.103.86.143";"255.255.255.0,255.255.255.0,255.255.255.0";"138.103.86.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3578";"Heartbeat";"vmxnet3 Ethernet Adapter #4";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:51:72";"20";"10.12.2.147";"255.255.255.0";"";"";"False";;;
"seint3578";;"Microsoft Failover Cluster Virtual Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"02:E0:F9:54:A5:38";"18";"169.254.2.61";"255.255.0.0";"";"";"False";;;
"seint3579";"Heartbeat";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:21:0E";"14";"10.12.2.144";"255.255.255.0";"";"";"False";;;
"seint3579";"Production";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:7C:5C";"18";"138.103.86.142";"255.255.255.0,255.255.255.0,255.255.255.0";"138.103.86.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3579";"Backup";"vmxnet3 Ethernet Adapter #3";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:15:CA";"6";"10.183.17.112";"255.255.255.0";"";"";"False";;;
"seint3579";;"Microsoft Failover Cluster Virtual Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"02:EE:98:6C:A6:56";"2";"169.254.1.211";"255.255.0.0";"";"";"False";;;
"seint3580";"Heartbeat";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:3F:AE";"18";"10.12.2.145";"255.255.255.0";"";"";"False";;;
"seint3580";"Production";"vmxnet3 Ethernet Adapter #3";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:B8:D1";"2";"138.103.86.182";"255.255.255.0,255.255.255.0,255.255.255.0,255.255.255.0,255.255.255.0,255.255.255.0";"138.103.86.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3580";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:92:1C";"5";"10.183.17.114";"255.255.255.0";"";"";"False";;;
"seint3580";;"Microsoft Failover Cluster Virtual Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"02:8F:46:06:45:71";"3";"169.254.2.104";"255.255.0.0";"";"";"False";;;
"MachineName";"InterfaceName";"Description";"DNSDomainSuffixSearchOrder";"MACAddress";"InterfaceIndex";"IPAddress";"IPSubnet";"DefaultIPGateway";"DNSServerSearchOrder";"DHCPEnabled";"DHCPLeaseExpires";"DHCPLeaseObtained";"DHCPServer"
"seint3580";"Heartbeat";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:3F:AE";"18";"10.12.2.145";"255.255.255.0";"";"";"False";;;
"seint3580";"Production";"vmxnet3 Ethernet Adapter #3";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:B8:D1";"2";"138.103.86.182";"255.255.255.0,255.255.255.0,255.255.255.0,255.255.255.0,255.255.255.0,255.255.255.0";"138.103.86.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3580";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:92:1C";"5";"10.183.17.114";"255.255.255.0";"";"";"False";;;
"seint3580";;"Microsoft Failover Cluster Virtual Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"02:8F:46:06:45:71";"3";"169.254.2.104";"255.255.0.0";"";"";"False";;;
"seint3581";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:B6:99";"14";"164.4.172.21";"255.255.254.0";"164.4.172.2";"164.4.30.177,164.4.30.117";"False";;;
"seint3581";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:33:66";"17";"10.183.23.57";"255.255.255.0";"10.183.23.1";"";"False";;;
"seint3582";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:94:39";"7";"138.103.86.168";"255.255.255.0";"138.103.86.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3582";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:C1:88";"9";"10.183.17.210";"255.255.255.0";"";"";"False";;;
"seint3584";"Backup";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:5C:18";"8";"10.183.23.182";"255.255.255.0";"";"";"False";;;
"seint3584";"Production";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:ED:21";"18";"138.103.90.237";"255.255.255.0";"138.103.90.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3588";"Backup";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:AB:83:8E";"4";"10.180.207.197";"255.255.255.0";"";"";"False";;;
"seint3588";"Production";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com";"00:50:56:AB:62:9D";"7";"164.4.87.94";"255.255.255.0";"164.4.87.1";"164.4.30.117,164.4.30.177";"False";;;
"seint3589";"Backup";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:8E:15";"8";"10.12.16.99";"255.255.255.0";"";"";"False";;;
"seint3589";"Production";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:52:A3";"18";"164.4.41.116";"255.255.255.0";"164.4.41.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3590";"Backup";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:EC:25";"8";"10.183.24.175";"255.255.255.0";"10.183.24.1";"";"False";;;
"seint3590";"Production";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:A1:D9";"18";"138.103.186.38";"255.255.255.0";"138.103.186.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3592";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:AB:52:F3";"6";"164.4.32.137";"255.255.254.0";"164.4.32.2";"164.4.30.117,164.4.30.177";"False";;;
"seint3592";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com";"00:50:56:AB:D2:B2";"16";"10.183.21.108";"255.255.255.0";"";"";"False";;;
"seint3593";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:AB:DE:01";"4";"164.4.32.156";"255.255.254.0";"164.4.32.2";"164.4.30.117,164.4.30.177";"False";;;
"seint3593";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com";"00:50:56:AB:74:7F";"16";"10.183.21.109";"255.255.255.0";"";"164.4.30.117,164.4.30.177";"False";;;
"seint3596";"Backup";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:AB:B1:6D";"12";"10.183.22.52";"255.255.255.0";"";"164.4.30.117,164.4.30.177";"False";;;
"seint3596";"Production";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com";"00:50:56:AB:91:A5";"14";"138.103.90.171";"255.255.255.0";"138.103.90.1";"164.4.30.117,164.4.30.177";"False";;;
"seint3598";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:E7:E0";"7";"164.4.185.145";"255.255.254.0";"164.4.184.1";"164.4.30.117,164.4.30.177";"False";;;
"seint3598";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:A1:70";"12";"10.183.24.73";"255.255.255.0";"";"";"False";;;
"seint3599";"Backup";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:C4:13";"8";"10.183.24.85";"255.255.255.0";"";"";"False";;;
"seint3599";"Production";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:4C:37";"18";"138.103.90.161";"255.255.255.0";"138.103.90.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3600";"Backup";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:CB:EF";"8";"10.183.24.86";"255.255.255.0";"";"";"False";;;
"seint3600";"Production";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:CB:90";"18";"164.4.86.204";"255.255.255.0";"164.4.86.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3606";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:AB:E2:8F";"4";"164.4.33.201";"255.255.254.0";"164.4.32.2";"164.4.30.117,164.4.30.177";"False";;;
"seint3606";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com";"00:50:56:AB:AB:C8";"15";"10.183.24.34";"255.255.255.0";"";"164.4.30.117,164.4.30.177";"False";;;
"seint3607";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:AB:40:17";"5";"164.4.33.202";"255.255.254.0";"164.4.32.2";"164.4.30.117,164.4.30.177";"False";;;
"seint3607";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com";"00:50:56:AB:7A:2D";"15";"10.183.24.35";"255.255.255.0";"";"164.4.30.117,164.4.30.177";"False";;;
"seint3614";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:A6:5C";"22";"138.103.89.243";"255.255.255.0";"138.103.89.1";"164.4.30.117,164.4.30.177";"False";;;
"seint3614";"Backup-Vlan169";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:B7:1D";"16";"10.180.206.200";"255.255.255.0";"";"";"False";;;
"seint3614";"Backup6";"Intel(R) 82574L Gigabit Network Connection";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:AB:21";"8";"169.254.152.38";"255.255.0.0";"";"";"True";;;"255.255.255.255"
"seint3614";"Backup - 25.x";"Intel(R) 82574L Gigabit Network Connection #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:9A:C5";"7";"10.183.25.8";"255.255.255.0";"";"";"False";;;
"seint3614";"Backup-Vlan183";"vmxnet3 Ethernet Adapter #3";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:BC:60";"20";"10.183.18.9";"255.255.255.0";"";"";"False";;;
"seint3614";"Backup-Vlan184";"vmxnet3 Ethernet Adapter #4";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:78:81";"3";"10.183.20.9";"255.255.255.0";"";"";"False";;;
"seint3614";"Backup-Vlan188";"vmxnet3 Ethernet Adapter #5";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:94:B8";"13";"10.183.22.15";"255.255.255.0";"";"";"False";;;
"seint3614";"Backup-Vlan189";"vmxnet3 Ethernet Adapter #6";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:DB:77";"18";"10.183.24.60";"255.255.255.0";"";"";"False";;;
"seint3615";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:20:92";"15";"138.103.89.244";"255.255.255.0";"138.103.89.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3615";"Backup-0";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:C3:8A";"19";"10.183.23.19";"255.255.255.0";"";"";"False";;;
"seint3615";"Backup-1";"vmxnet3 Ethernet Adapter #3";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:A7:DB";"3";"10.183.21.9";"255.255.255.0";"";"";"False";;;
"seint3615";"Backup-2";"vmxnet3 Ethernet Adapter #4";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:97:05";"9";"10.183.19.20";"255.255.255.0";"";"";"False";;;
"seint3615";"Backup-3";"vmxnet3 Ethernet Adapter #5";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:7F:2C";"7";"10.180.207.244";"255.255.255.0";"";"";"False";;;
"seint3615";"Baclup-4";"vmxnet3 Ethernet Adapter #6";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:46:67";"4";"10.183.16.151";"255.255.255.0";"";"";"False";;;
"seint3615";"Backup-17.9";"vmxnet3 Ethernet Adapter #7";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:88:82";"14";"10.183.17.9";"255.255.255.0";"";"";"False";;;
"seint3615";"Backup-18.8";"vmxnet3 Ethernet Adapter #8";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:90:76";"11";"10.183.18.8";"255.255.255.0";"";"";"False";;;
"seint3615";"Ethernet8";"vmxnet3 Ethernet Adapter #9";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:C1:B6";"23";"169.254.234.34";"255.255.0.0";"";"";"True";;;"255.255.255.255"
"seint3616";"Backup _Vlan-188";"vmxnet3 Ethernet Adapter #3";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:22:1C";"14";"10.183.22.57";"255.255.255.0";"";"";"False";;;
"seint3616";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:2D:63";"12";"138.103.89.247";"255.255.255.0";"138.103.89.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3616";"Backup_Vlan -189";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:F2:BC";"16";"10.183.24.82";"255.255.255.0";"";"";"False";;;
"seint3617";"Backup";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:E6:60";"15";"10.183.19.14";"255.255.255.0";"";"";"False";;;
"seint3617";"Prod";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:FE:18";"3";"138.103.89.248";"255.255.255.0";"138.103.89.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3618";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:3D:85";"18";"138.103.89.249";"255.255.255.0";"138.103.89.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3618";"BUR - 10.183.19.10";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:D9:68";"8";"10.183.19.10";"255.255.255.0";"";"";"False";;;
"seint3618";"Ethernet2 2";"vmxnet3 Ethernet Adapter #3";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:BB:77";"6";"138.103.86.18";"255.255.255.0";"138.103.86.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3619";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:58:19";"6";"10.40.1.86";"255.255.255.0";"10.40.1.1";"164.4.30.117,164.4.30.177";"False";;;
"seint3619";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:E2:1F";"14";"10.183.19.11";"255.255.255.0";"";"";"False";;;
"seint3620";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:22:A1";"13";"10.40.1.87";"255.255.255.0";"10.40.1.1";"164.4.30.117,164.4.30.177";"False";;;
"seint3620";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:2B:F8";"14";"10.183.19.12";"255.255.255.0";"";"";"False";;;
"seint3621";"Prod";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:90:C4";"14";"10.40.1.89";"255.255.255.0";"10.40.1.1";"164.4.30.117,164.4.30.177";"False";;;
"seint3621";"Backup";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:1E:71";"4";"10.183.19.13";"255.255.255.0";"";"";"False";;;
"seint3622";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:5B:B7";"15";"10.40.1.90";"255.255.255.0";"10.40.1.1";"164.4.30.117,164.4.30.177";"False";;;
"seint3622";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:D0:96";"16";"10.183.19.15";"255.255.255.0";"";"";"False";;;
"seint3623";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:AB:3C:C5";"4";"138.103.90.172";"255.255.255.0";"138.103.90.1";"164.4.30.117,164.4.30.177";"False";;;
"seint3623";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com";"00:50:56:AB:EE:03";"15";"10.183.24.40";"255.255.255.0";"";"164.4.30.117,164.4.30.177";"False";;;
"seint3624";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:AB:64:98";"5";"138.103.90.173";"255.255.255.0";"138.103.90.1";"164.4.30.117,164.4.30.177";"False";;;
"seint3624";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com";"00:50:56:AB:93:EE";"14";"10.183.25.19";"255.255.255.0";"";"164.4.30.117,164.4.30.177";"False";;;
"seint3626";"Prod";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:C8:C8";"12";"10.40.1.92";"255.255.255.0";"10.40.1.1";"164.4.30.117,164.4.30.177";"False";;;
"seint3626";"Backup";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:5C:51";"11";"10.183.22.58";"255.255.255.0";"";"";"False";;;
"seint3627";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:5D:AE";"9";"138.103.86.50";"255.255.255.0";"138.103.86.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3627";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:6F:7A";"16";"10.183.22.59";"255.255.255.0";"";"";"False";;;
"seint3628";"Prod";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:66:A1";"3";"138.103.186.219";"255.255.255.0";"138.103.186.1";"164.4.30.117,164.4.30.177";"False";;;
"seint3628";"Backup";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:5C:A1";"9";"10.183.22.60";"255.255.255.0";"";"";"False";;;
"seint3630";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:7F:10";"7";"10.50.191.135";"255.255.255.128";"10.50.191.129";"138.103.144.78,164.4.30.9";"False";;;
"seint3632";"Backup";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:7E:6F";"14";"10.183.24.114";"255.255.255.0";"";"";"False";;;
"seint3632";"Ethernet3";"vmxnet3 Ethernet Adapter #3";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:5E:C2";"7";"169.254.54.79";"255.255.0.0";"";"";"True";;;"255.255.255.255"
"seint3632";"Prod active";"vmxnet3 Ethernet Adapter #4";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:96:82";"6";"138.103.89.42";"255.255.255.0";"138.103.89.1";"164.4.30.117,164.4.30.177";"False";;;
"seint3634";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:82:8C";"7";"138.103.186.130";"255.255.255.0";"138.103.186.1";"164.4.30.117,164.4.30.177";"False";;;
"seint3634";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:1E:FA";"12";"10.183.18.127";"255.255.255.0";"";"";"False";;;
"seint3635";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:D8:81";"7";"138.103.186.157";"255.255.255.0";"138.103.186.1";"164.4.30.117,164.4.30.177";"False";;;
"seint3635";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:5A:35";"12";"10.183.18.235";"255.255.255.0";"";"";"False";;;
"seint3636";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:46:69";"7";"164.4.87.21";"255.255.255.0";"164.4.87.1";"164.4.30.117,164.4.30.177";"False";;;
"seint3642";"Production";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com";"00:50:56:AB:76:5C";"11";"164.4.184.77";"255.255.254.0";"164.4.184.1";"164.4.30.9,164.4.30.117";"False";;;
"seint3644";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:AB:06:C8";"5";"138.103.89.74";"255.255.255.0";"138.103.89.1";"164.4.30.177,164.4.30.177";"False";;;
"seint3650";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:AB:E0:E3";"3";"164.4.87.230";"255.255.255.0";"164.4.87.1";"164.4.30.177,164.4.30.177";"False";;;
"seint3651";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:AB:F1:2F";"4";"164.4.173.141";"255.255.254.0";"164.4.172.2";"164.4.30.117,164.4.30.177";"False";;;
"seint3652";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:1E:12";"7";"164.4.173.142";"255.255.254.0";"164.4.172.2";"164.4.30.117,164.4.30.177";"False";;;
"seint3653";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:AB:4E:8D";"8";"164.4.173.143";"255.255.254.0";"164.4.172.2";"164.4.30.177,164.4.30.177";"False";;;
"seint3655";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:B9:3A";"7";"164.4.41.85";"255.255.255.0";"164.4.41.1";"164.4.30.117,164.4.30.177";"False";;;
"seint3660";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:36:79";"15";"10.183.23.135";"255.255.255.0";"";"";"False";;;
"seint3660";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:0D:CA";"16";"164.4.67.59";"255.255.254.0";"164.4.66.1";"164.4.30.117,164.4.30.177";"False";;;
